MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,Fence,MiscFeature,MoSold,YrSold,SaleType,SaleCondition,SalePrice,TotalBath,TotalPorchSF,TotalSF,Age,RemodAfter,AgeRemod,AgeSold,AgeSoldBefore,Age_Garage,Age_Garage_Sold
20,RL,84.0,12615,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,7,1950,2001,Gable,WdShing,Wd Shng,None,0.0,TA,TA,CBlock,TA,Gd,Av,ALQ,477,Unf,0,725,1202,TA,2158,0,2158,1,0,2,0,4,Gd,7,Typ,1,Gd,Attchd,1950.0,Unf,2,576,TA,TA,Y,0,29,39,0,0,MnPrv,No MiscFeature,6,2007,WD,Normal,243000,3.0,68,3360,60,51,9,3,57,60.0,57.0
60,RL,97.0,10029,IR1,Lvl,Corner,Gtl,ClearCr,Norm,1Fam,2Story,6,5,1988,1989,Gable,Plywood,Plywood,BrkFace,268.0,Gd,TA,PConc,Gd,TA,No,GLQ,831,Unf,0,320,1151,TA,1164,896,2060,0,1,2,1,4,TA,8,Typ,1,TA,Attchd,1988.0,Unf,2,521,TA,TA,Y,0,228,0,0,192,No Fence,No MiscFeature,9,2007,WD,Normal,211000,3.0,420,3211,22,1,21,3,19,22.0,19.0
50,RL,70.04995836802665,13650,Reg,Lvl,Inside,Gtl,Sawyer,Norm,1Fam,1.5Fin,5,5,1958,1958,Gable,MetalSd,MetalSd,None,0.0,Gd,Gd,CBlock,TA,TA,No,ALQ,57,BLQ,441,554,1052,Ex,1252,668,1920,1,0,2,0,4,Gd,8,Typ,1,Gd,Attchd,1958.0,Unf,2,451,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,7,2006,WD,Normal,172500,3.0,0,2972,52,0,52,4,48,52.0,48.0
20,RL,63.0,17423,IR1,Lvl,CulDSac,Gtl,StoneBr,Norm,1Fam,1Story,9,5,2008,2009,Hip,VinylSd,VinylSd,Stone,748.0,Ex,TA,PConc,Ex,TA,No,GLQ,1700,Unf,0,312,2216,Ex,2234,0,2234,1,0,2,0,1,Ex,9,Typ,1,Gd,Attchd,2009.0,Fin,3,1150,TA,TA,Y,0,60,0,0,0,No Fence,No MiscFeature,7,2009,New,Partial,501837,3.0,60,4450,2,1,1,1,1,1.0,0.0
30,RM,60.0,8520,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1Story,5,6,1923,2006,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,TA,CBlock,TA,TA,No,Unf,0,Unf,0,968,968,TA,968,0,968,0,0,1,0,2,TA,5,Typ,0,No Fireplace,Detchd,1935.0,Unf,2,480,Fa,TA,N,0,0,184,0,0,No Fence,No MiscFeature,7,2007,WD,Normal,100000,1.0,184,1936,87,83,4,3,84,75.0,72.0
160,FV,70.04995836802665,2117,Reg,Lvl,Inside,Gtl,Somerst,Norm,Twnhs,2Story,6,5,2000,2000,Gable,MetalSd,MetalSd,BrkFace,456.0,Gd,TA,PConc,Gd,TA,No,GLQ,436,Unf,0,320,756,Ex,769,756,1525,0,0,2,1,3,Gd,5,Typ,1,TA,Detchd,2000.0,Unf,2,440,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,6,2007,WD,Normal,177000,2.5,0,2281,10,0,10,3,7,10.0,7.0
70,RL,54.0,7588,Reg,Lvl,Inside,Gtl,Crawfor,Norm,1Fam,2Story,7,6,1920,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,BrkTil,Fa,TA,No,LwQ,352,Unf,0,441,793,Gd,901,901,1802,0,0,1,1,4,TA,9,Typ,1,Gd,Detchd,1920.0,Unf,1,216,Fa,TA,Y,0,0,40,0,0,No Fence,No MiscFeature,7,2006,WD,Normal,200100,1.5,40,2595,90,30,60,4,86,90.0,86.0
20,RL,60.0,9060,Reg,Lvl,Inside,Gtl,Edwards,Artery,1Fam,1Story,5,6,1957,2006,Hip,Wd Sdng,Wd Sdng,BrkFace,98.0,TA,TA,PConc,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,0,Ex,1340,0,1340,0,0,1,0,3,TA,7,Typ,1,Gd,Attchd,1957.0,RFn,1,252,TA,TA,Y,116,0,0,180,0,MnPrv,No MiscFeature,6,2007,WD,Normal,120000,1.0,180,1340,53,49,4,3,50,53.0,50.0
50,RM,63.0,11426,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,7,5,2003,2003,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1362,1362,Ex,1362,720,2082,0,0,2,1,3,Gd,6,Mod,0,No Fireplace,Detchd,2003.0,Unf,2,484,TA,TA,N,280,238,0,0,0,No Fence,No MiscFeature,6,2008,WD,Normal,200000,2.5,238,3444,7,0,7,2,5,7.0,5.0
50,RL,92.0,7438,IR1,Lvl,Inside,Gtl,BrkSide,RRAn,1Fam,1.5Fin,5,8,1908,1991,Gable,AsbShng,Plywood,None,0.0,TA,TA,PConc,Fa,TA,No,Unf,0,Unf,0,504,504,Gd,936,316,1252,0,0,1,0,3,TA,5,Typ,0,No Fireplace,Attchd,1986.0,Unf,2,576,TA,TA,Y,104,0,0,0,0,MnPrv,No MiscFeature,6,2006,WD,Normal,127000,1.0,0,1756,102,83,19,4,98,24.0,20.0
75,RM,90.0,22950,IR2,Lvl,Inside,Gtl,OldTown,Artery,1Fam,2Story,10,9,1900,1993,Gable,Wd Sdng,Wd Sdng,None,0.0,Gd,Gd,BrkTil,TA,TA,Mn,Unf,0,Unf,0,1107,1107,Ex,1518,1518,3608,0,0,2,1,4,Ex,12,Typ,2,TA,Detchd,1993.0,Unf,3,840,Gd,TA,Y,0,260,0,0,410,GdPrv,No MiscFeature,6,2006,WD,Normal,475000,2.5,670,4143,110,93,17,4,106,17.0,13.0
80,RL,70.04995836802665,9947,IR1,Lvl,CulDSac,Gtl,Mitchel,Norm,1Fam,SLvl,7,5,1990,1991,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,611,Unf,0,577,1188,Ex,1217,0,1217,1,0,2,0,3,Gd,6,Typ,0,No Fireplace,Attchd,1990.0,Unf,2,497,TA,TA,Y,168,27,0,0,0,GdPrv,No MiscFeature,6,2009,WD,Normal,173000,3.0,27,2405,20,1,19,1,19,20.0,19.0
50,RL,60.0,10410,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,7,1916,1987,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,Fa,TA,No,Unf,0,Unf,0,660,660,Ex,808,704,1656,0,0,2,1,3,TA,8,Min2,0,No Fireplace,Detchd,1916.0,Unf,1,180,Fa,Fa,N,0,0,0,140,0,MnPrv,No MiscFeature,8,2009,WD,Normal,135000,2.5,140,2172,94,71,23,1,93,94.0,93.0
90,RL,64.0,7018,Reg,Bnk,Inside,Gtl,SawyerW,Feedr,Duplex,SFoyer,5,5,1979,1979,Gable,Plywood,Plywood,Stone,275.0,TA,TA,CBlock,Gd,TA,Av,GLQ,1086,Unf,0,0,1086,TA,1224,0,1224,2,0,0,2,2,TA,6,Typ,2,TA,Detchd,1979.0,Unf,2,528,TA,TA,Y,120,0,0,0,0,No Fence,No MiscFeature,6,2009,WD,Alloca,153337,3.0,0,2310,31,0,31,1,30,31.0,30.0
120,RL,41.0,4923,Reg,Lvl,Inside,Gtl,StoneBr,Norm,TwnhsE,1Story,8,5,2001,2002,Gable,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1153,Unf,0,440,1593,Ex,1593,0,1593,1,0,1,1,0,Ex,5,Typ,1,Gd,Attchd,2001.0,Fin,2,682,TA,TA,Y,0,120,0,0,224,No Fence,No MiscFeature,8,2008,WD,Normal,286000,2.5,344,3186,9,1,8,2,7,9.0,7.0
70,RL,70.0,10570,Reg,Bnk,Inside,Mod,Crawfor,Norm,1Fam,2Story,8,8,1932,1994,Hip,BrkFace,BrkFace,None,0.0,Gd,TA,CBlock,Gd,Gd,No,Rec,297,Unf,0,556,853,TA,1549,1178,2727,0,0,2,1,3,Gd,10,Maj1,2,TA,Detchd,1932.0,Unf,2,440,TA,TA,Y,0,74,0,0,0,No Fence,No MiscFeature,12,2007,WD,Normal,315000,2.5,74,3580,78,62,16,3,75,78.0,75.0
60,RL,70.04995836802665,7472,IR1,Lvl,CulDSac,Gtl,NAmes,Norm,1Fam,2Story,7,9,1972,2004,Gable,HdBoard,HdBoard,BrkFace,138.0,TA,TA,CBlock,TA,TA,No,ALQ,626,Unf,0,99,725,Gd,725,754,1479,1,0,1,1,4,Gd,7,Typ,0,No Fireplace,Attchd,1972.0,Fin,2,484,TA,TA,Y,0,32,0,0,0,No Fence,No MiscFeature,6,2007,WD,Normal,184000,2.5,32,2204,38,32,6,3,35,38.0,35.0
20,RL,68.0,9017,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,1999,1999,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,GLQ,560,Unf,0,871,1431,Ex,1431,0,1431,1,0,2,0,3,Gd,6,Typ,0,No Fireplace,Attchd,1999.0,Fin,2,666,TA,TA,Y,0,35,0,0,0,No Fence,No MiscFeature,9,2009,WD,Normal,192000,3.0,35,2862,11,0,11,1,10,11.0,10.0
160,RM,24.0,2522,Reg,Lvl,Inside,Gtl,Edwards,Norm,Twnhs,2Story,7,5,2004,2004,Gable,VinylSd,VinylSd,Stone,50.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,970,970,Ex,970,739,1709,0,0,2,0,3,Gd,7,Maj1,0,No Fireplace,Detchd,2004.0,Unf,2,380,TA,TA,Y,0,40,0,0,0,No Fence,No MiscFeature,5,2006,WD,Normal,130000,2.0,40,2679,6,0,6,4,2,6.0,2.0
20,RL,60.0,7180,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,5,7,1972,1972,Hip,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,390,Unf,0,474,864,TA,864,0,864,0,0,1,0,3,TA,5,Typ,0,No Fireplace,Detchd,1989.0,Unf,1,352,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,5,2008,WD,Normal,127000,1.0,0,1728,38,0,38,2,36,21.0,19.0
160,RL,24.0,2280,Reg,Lvl,FR2,Gtl,NPkVill,Norm,Twnhs,2Story,6,6,1976,1976,Gable,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,566,Unf,0,289,855,TA,855,601,1456,0,0,2,1,3,TA,7,Typ,1,TA,Attchd,1976.0,Unf,2,440,TA,TA,Y,87,0,0,0,0,No Fence,No MiscFeature,7,2009,WD,Normal,148500,2.5,0,2311,34,0,34,1,33,34.0,33.0
20,RL,79.0,9416,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,1Story,7,5,2007,2007,Hip,CemntBd,CmentBd,Stone,205.0,Ex,TA,PConc,Ex,TA,No,GLQ,1126,Unf,0,600,1726,Ex,1726,0,1726,1,0,2,0,3,Ex,8,Typ,1,Gd,Attchd,2007.0,Fin,3,786,TA,TA,Y,171,138,0,0,266,No Fence,No MiscFeature,9,2007,New,Partial,311872,3.0,404,3452,3,0,3,3,0,3.0,0.0
75,RL,150.0,25419,Reg,Lvl,Corner,Gtl,NAmes,Artery,1Fam,2Story,8,4,1918,1990,Gable,Stucco,Stucco,None,0.0,Gd,Gd,PConc,TA,TA,No,GLQ,1036,LwQ,184,140,1360,Gd,1360,1360,3112,1,1,2,0,4,Gd,8,Typ,1,Ex,Detchd,1918.0,Unf,2,795,TA,TA,Y,0,16,300,0,0,GdPrv,No MiscFeature,3,2006,WD,Abnorml,235000,3.5,316,4080,92,72,20,4,88,92.0,88.0
75,RM,92.0,5520,Reg,Lvl,Corner,Gtl,OldTown,Norm,1Fam,2Story,6,6,1912,1950,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,755,755,Ex,929,929,2229,0,0,1,0,5,TA,8,Typ,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,Y,0,198,30,0,0,MnPrv,No MiscFeature,7,2009,WD,Abnorml,104000,1.0,228,2613,98,38,60,1,97,110.0,109.0
20,RL,76.0,9591,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,8,5,2004,2005,Hip,VinylSd,VinylSd,BrkFace,262.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1088,Unf,0,625,1713,Ex,1713,0,1713,1,0,2,0,3,Ex,7,Typ,1,Gd,Attchd,2004.0,Fin,3,856,TA,TA,Y,0,26,0,0,170,No Fence,No MiscFeature,1,2009,WD,Normal,274900,3.0,196,3426,6,1,5,1,5,6.0,5.0
20,RM,80.0,8546,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,4,5,2003,2004,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1121,1121,Ex,1121,0,1121,0,0,2,0,2,TA,5,Typ,0,No Fireplace,Attchd,2003.0,RFn,2,440,TA,TA,Y,132,64,0,0,0,No Fence,No MiscFeature,3,2010,WD,Normal,140000,2.0,64,2242,7,1,6,0,7,7.0,7.0
20,RL,75.0,10125,Reg,Lvl,Inside,Gtl,Mitchel,Norm,1Fam,1Story,6,6,1977,1977,Gable,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,641,LwQ,279,276,1196,TA,1279,0,1279,0,1,2,0,3,TA,6,Typ,2,Fa,Detchd,1980.0,Unf,2,473,TA,TA,Y,238,83,0,0,0,MnPrv,No MiscFeature,2,2008,WD,Normal,171500,2.5,83,2475,33,0,33,2,31,30.0,28.0
50,RL,50.0,7000,Reg,Lvl,Corner,Gtl,OldTown,Artery,1Fam,1.5Fin,6,6,1924,1950,Gable,MetalSd,MetalSd,None,0.0,TA,Gd,BrkTil,Fa,TA,No,LwQ,617,Unf,0,0,617,Gd,865,445,1310,0,0,2,0,2,TA,6,Min1,0,No Fireplace,Attchd,1924.0,Unf,1,398,TA,TA,Y,0,0,126,0,0,No Fence,No MiscFeature,5,2006,COD,Normal,112000,2.0,126,1927,86,26,60,4,82,86.0,82.0
120,RM,70.04995836802665,4438,Reg,Lvl,Inside,Gtl,CollgCr,Norm,TwnhsE,1Story,6,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,205.0,Gd,TA,PConc,Gd,TA,Av,GLQ,662,Unf,0,186,848,Ex,848,0,848,1,0,1,0,1,Gd,3,Typ,1,Gd,Attchd,2004.0,RFn,2,420,TA,TA,Y,149,0,0,0,0,No Fence,No MiscFeature,1,2008,WD,Normal,149000,2.0,0,1696,6,0,6,2,4,6.0,4.0
50,RM,50.0,3500,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,1.5Fin,5,7,1947,1950,Gable,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,312,Unf,0,408,720,TA,720,564,1284,0,0,1,1,2,TA,5,Typ,0,No Fireplace,Detchd,1948.0,Unf,1,240,TA,TA,Y,0,35,0,0,0,MnWw,No MiscFeature,4,2009,WD,Normal,110000,1.5,35,2004,63,3,60,1,62,62.0,61.0
20,RL,99.0,11851,Reg,Lvl,Corner,Gtl,Gilbert,Norm,1Fam,1Story,7,5,1990,1990,Gable,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1424,1424,Ex,1442,0,1442,0,0,2,0,3,TA,5,Typ,0,No Fireplace,Attchd,1990.0,RFn,2,500,TA,TA,Y,0,34,0,508,0,No Fence,No MiscFeature,5,2009,WD,Normal,180500,2.0,542,2866,20,0,20,1,19,20.0,19.0
20,RL,40.0,13673,IR1,Lvl,CulDSac,Gtl,Sawyer,RRAe,1Fam,1Story,5,5,1962,1962,Gable,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,TA,TA,No,Unf,0,Unf,0,1140,1140,TA,1696,0,1696,0,0,1,1,3,TA,8,Min2,1,TA,Attchd,1962.0,RFn,1,349,TA,TA,Y,0,30,0,0,0,No Fence,No MiscFeature,3,2007,WD,Normal,143900,1.5,30,2836,48,0,48,3,45,48.0,45.0
20,RL,70.04995836802665,12493,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,4,5,1960,1960,Gable,Wd Sdng,Wd Sdng,None,0.0,TA,TA,PConc,TA,TA,No,ALQ,419,Rec,306,375,1100,TA,1100,0,1100,1,0,1,0,3,TA,6,Typ,1,Po,Attchd,1960.0,RFn,1,312,TA,TA,Y,355,0,0,0,0,GdWo,No MiscFeature,4,2008,WD,Normal,141000,2.0,0,2200,50,0,50,2,48,50.0,48.0
60,RL,70.04995836802665,14364,IR1,Low,Inside,Mod,SawyerW,Norm,1Fam,2Story,7,5,1988,1989,Gable,Plywood,Plywood,BrkFace,128.0,Gd,TA,CBlock,Gd,TA,Gd,GLQ,1065,Unf,0,92,1157,Ex,1180,882,2062,1,0,2,1,3,TA,7,Typ,1,Gd,Attchd,1988.0,Fin,2,454,TA,TA,Y,60,55,0,0,154,No Fence,No MiscFeature,4,2007,WD,Normal,277000,3.5,209,3219,22,1,21,3,19,22.0,19.0
20,RL,75.0,8250,Reg,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,6,7,1964,1964,Hip,HdBoard,HdBoard,Stone,260.0,TA,TA,CBlock,Gd,TA,No,Rec,787,Unf,0,305,1092,Ex,1092,0,1092,1,0,1,0,3,TA,6,Typ,0,No Fireplace,Attchd,1964.0,RFn,2,504,TA,Gd,Y,0,0,0,0,0,MnPrv,No MiscFeature,7,2008,WD,Normal,145000,2.0,0,2184,46,0,46,2,44,46.0,44.0
30,RL,67.0,5604,Reg,Lvl,Inside,Gtl,Edwards,Norm,1Fam,1Story,5,6,1925,1950,Gable,Stucco,Stucco,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,468,Unf,0,396,864,TA,864,0,864,1,0,1,0,2,TA,5,Typ,0,No Fireplace,No Garage,1900.0,No Garage,0,0,No Garage,No Garage,Y,0,0,96,0,0,No Fence,No MiscFeature,4,2008,WD,Normal,98000,2.0,96,1728,85,25,60,2,83,110.0,108.0
20,RL,83.0,10420,Reg,Lvl,Corner,Gtl,Edwards,Norm,1Fam,1Story,6,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Mn,GLQ,36,Unf,0,1176,1212,Ex,1212,0,1212,0,0,2,0,3,Gd,6,Typ,0,No Fireplace,Attchd,2009.0,RFn,2,460,TA,TA,Y,100,22,0,0,0,No Fence,No MiscFeature,3,2010,WD,Normal,186000,2.0,22,2424,1,0,1,0,1,1.0,1.0
60,FV,72.0,8640,Reg,Lvl,Inside,Gtl,Somerst,Norm,1Fam,2Story,7,5,2009,2009,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,822,Unf,0,78,900,Ex,932,920,1852,1,0,2,1,3,Gd,7,Typ,1,TA,Attchd,2009.0,RFn,2,644,TA,TA,Y,168,108,0,0,0,No Fence,No MiscFeature,7,2009,New,Partial,252678,3.5,108,2752,1,0,1,1,0,1.0,0.0
20,RL,43.0,13568,IR2,Lvl,CulDSac,Gtl,CollgCr,Norm,1Fam,1Story,5,5,1995,1995,Gable,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,716,Unf,0,274,990,Ex,990,0,990,0,1,1,0,3,TA,5,Typ,0,No Fireplace,Attchd,1996.0,Unf,2,576,TA,TA,Y,224,0,0,0,0,No Fence,No MiscFeature,7,2006,WD,Normal,156000,1.5,0,1980,15,0,15,4,11,14.0,10.0
60,RL,70.04995836802665,10900,IR1,Lvl,FR2,Gtl,CollgCr,Norm,1Fam,2Story,6,7,1977,1977,Gable,HdBoard,HdBoard,BrkFace,153.0,TA,TA,CBlock,Gd,TA,No,GLQ,378,Unf,0,311,689,Ex,689,703,1392,0,0,1,1,3,TA,6,Typ,0,No Fireplace,Attchd,1977.0,Fin,1,299,TA,TA,Y,0,36,0,0,0,MnPrv,Shed,3,2010,WD,Normal,161750,1.5,36,2081,33,0,33,0,33,33.0,33.0
20,RL,72.0,10011,IR1,Lvl,Inside,Gtl,NAmes,Norm,1Fam,1Story,5,6,1957,1996,Gable,HdBoard,HdBoard,BrkFace,64.0,TA,TA,CBlock,TA,TA,No,BLQ,360,Unf,0,710,1070,TA,1236,0,1236,0,1,1,0,2,Gd,6,Min1,1,Fa,Attchd,1957.0,Unf,1,447,TA,TA,Y,0,0,0,0,0,MnPrv,No MiscFeature,5,2006,WD,Normal,134450,1.5,0,2306,53,39,14,4,49,53.0,49.0
20,RL,65.0,8450,Reg,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2004,2004,Gable,VinylSd,VinylSd,BrkFace,266.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,946,Unf,0,490,1436,Ex,1436,0,1436,1,0,2,0,3,Gd,8,Typ,0,No Fireplace,Attchd,2004.0,Unf,2,484,TA,TA,Y,139,98,0,0,0,No Fence,No MiscFeature,4,2008,WD,Normal,210000,3.0,98,2872,6,0,6,2,4,6.0,4.0
70,RM,57.0,9906,Reg,Lvl,Inside,Gtl,OldTown,Norm,1Fam,2Story,4,4,1925,1950,Gable,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,686,686,Fa,810,518,1328,0,0,1,0,3,TA,8,Typ,0,No Fireplace,Detchd,1940.0,Unf,1,210,TA,TA,Y,0,172,60,0,0,No Fence,No MiscFeature,9,2006,WD,Family,107000,1.0,232,2014,85,25,60,4,81,70.0,66.0
50,RL,70.04995836802665,15660,IR1,Lvl,Corner,Gtl,Crawfor,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,VinylSd,VinylSd,BrkFace,312.0,Gd,Gd,CBlock,TA,TA,No,BLQ,341,Unf,0,457,798,Ex,1137,817,1954,0,1,1,1,3,Gd,8,Typ,2,TA,Attchd,1939.0,Unf,2,431,TA,TA,Y,0,119,150,0,0,No Fence,No MiscFeature,5,2008,WD,Normal,311500,2.0,269,2752,71,67,4,2,69,71.0,69.0
120,RL,43.0,3010,Reg,Lvl,Inside,Gtl,Blmngtn,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,0,1232,1248,Ex,1248,0,1248,0,0,2,0,2,Gd,5,Typ,0,No Fireplace,Attchd,2005.0,Fin,2,438,TA,TA,Y,108,0,0,0,0,No Fence,No MiscFeature,3,2006,New,Partial,167240,2.0,0,2496,5,1,4,4,1,5.0,1.0
20,RL,73.0,8990,IR1,Lvl,Inside,Gtl,CollgCr,Norm,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,0,1498,1498,Ex,1498,0,1498,0,0,2,0,2,Gd,5,Typ,0,No Fireplace,Attchd,2006.0,RFn,2,675,TA,TA,Y,351,33,0,0,0,No Fence,No MiscFeature,4,2006,New,Partial,204900,2.0,33,2996,4,0,4,4,0,4.0,0.0
60,RL,70.04995836802665,8068,IR1,Lvl,Inside,Gtl,Gilbert,Norm,1Fam,2Story,6,5,2002,2002,Gable,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1010,1010,Ex,1010,1257,2267,0,0,2,1,4,Gd,8,Typ,1,TA,BuiltIn,2002.0,RFn,2,390,TA,TA,Y,120,46,0,0,0,No Fence,No MiscFeature,12,2009,ConLI,Normal,200000,2.5,46,3277,8,0,8,1,7,8.0,7.0
60,RL,85.0,11475,Reg,Lvl,Inside,Gtl,NWAmes,RRAn,1Fam,2Story,6,6,1975,1975,Gable,VinylSd,VinylSd,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,550,Unf,0,163,713,TA,811,741,1552,1,0,2,1,3,TA,6,Typ,1,TA,Attchd,1975.0,RFn,2,434,TA,TA,Y,209,208,0,0,0,MnPrv,No MiscFeature,2,2006,WD,Normal,179900,3.5,208,2265,35,0,35,4,31,35.0,31.0
20,RL,70.0,10500,Reg,Lvl,FR2,Gtl,NAmes,Norm,1Fam,1Story,4,6,1971,1971,Gable,HdBoard,HdBoard,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,524,LwQ,180,160,864,Gd,864,0,864,0,0,1,0,2,TA,4,Typ,0,No Fireplace,Detchd,1989.0,Unf,2,576,TA,TA,Y,216,0,0,0,0,No Fence,No MiscFeature,3,2009,WD,Abnorml,97000,1.0,0,1728,39,0,39,1,38,21.0,20.0
20,RL,103.0,13472,Reg,Lvl,Inside,Gtl,NridgHt,Norm,1Fam,1Story,10,5,2003,2003,Hip,VinylSd,VinylSd,BrkFace,900.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,56,Unf,0,2336,2392,Ex,2392,0,2392,0,0,2,0,3,Ex,8,Typ,1,Ex,Attchd,2003.0,Fin,3,968,TA,TA,Y,248,105,0,0,0,No Fence,No MiscFeature,6,2009,WD,Normal,386250,2.0,105,4784,7,0,7,1,6,7.0,6.0
160,RM,21.0,1680,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,5,5,1971,1971,Gable,HdBoard,HdBoard,BrkFace,142.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,630,630,TA,630,672,1302,0,0,2,1,3,TA,6,Typ,0,No Fireplace,Detchd,1991.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,5,2009,COD,Abnorml,112000,2.5,0,1932,39,0,39,1,38,19.0,18.0
60,RL,82.0,9950,IR1,Lvl,Inside,Gtl,NoRidge,Norm,1Fam,2Story,7,5,1995,1995,Gable,VinylSd,VinylSd,BrkFace,290.0,Gd,TA,PConc,Gd,TA,No,GLQ,565,Unf,0,638,1203,Ex,1214,1306,2520,0,0,2,1,4,Gd,9,Typ,1,TA,Attchd,1995.0,RFn,3,721,TA,TA,Y,224,114,0,0,0,No Fence,No MiscFeature,6,2007,WD,Abnorml,290000,2.5,114,3723,15,0,15,3,12,15.0,12.0
160,RM,21.0,1869,Reg,Lvl,Inside,Gtl,BrDale,Norm,Twnhs,2Story,6,6,1970,1970,Gable,HdBoard,HdBoard,BrkFace,127.0,TA,TA,CBlock,TA,TA,No,Rec,321,Unf,0,162,483,TA,483,504,987,0,0,1,1,2,TA,5,Typ,0,No Fireplace,Detchd,1987.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,No Fence,No MiscFeature,9,2008,WD,Normal,106000,1.5,0,1470,40,0,40,2,38,23.0,21.0
